country_code, organization_type, city_id, city_name, daily_orders, daily_gmv, orders_cdmx, orders_gdl, orders_mty, orders_bog, orders_med, fo_2024, new_rs_daily_orders, rburn_gmv, b2c_gmv,p2c_gmv,ted_gmv,rburn_per_order,b2c_per_order,p2c_per_order,ted_per_order,traffic,shop_enter_uv,click_pay_uv,b_p1,b_p2,b_p1p2,b_cancel_order_rate,b_bad_rating_order_rate,imperfect_order_rate,overdue_order_rate,rs_five_plus
MX,Normal,52302300,Las Choapas,34,93.0,27518.39,0.0,0.0,0.0,0.0,0.0,null,null,0.232095,0.088293,0.037306,0.357694,68.676237,26.125591,11.038602,105.84043,12719,712,101,0.05597924365123044,0.14185393258426968,0.00794087585502005,0.041237113402061855,0.010752688172043012,0.021505376344086023,0.3548387096774194,0
MX,CKA,52290400,Tlaxcala,35,57.714285714285715,16816.5771428571427,0.0,0.0,0.0,0.0,0.0,0,3.8571428571428568,0.165051,0.028307,0.034678,0.228036,48.09203,8.248045,10.104208,66.444282,42112,2696,460,0.06401975683890578,0.17062314540059348,0.010923252279635259,0.03456221198156682,0.019801980198019802,0.017326732673267328,0.10643564356435643,4
MX,Normal,52250100,Culiacan,36,2108.142857142857,560564.2114285714279,0.0,0.0,0.0,0.0,0.0,3,398.85714285714283,0.174284,0.037149,0.046852,0.258284,46.342881,9.877975,12.458029,68.678886,1543204,99157,15627,0.06425398067915843,0.1575985558256099,0.010126334561082008,0.014299706170421155,0.014840414718438708,0.01653452598766687,0.11184924078091106,144
MX,CKA,52020100,Mexicali,34,3745.0,1281727.83,0.0,0.0,0.0,0.0,0.0,0,252.0,0.16323,0.045995,0.028733,0.237958,55.865669,15.741856,9.833832,81.441356,248132,18482,3847,0.07448454854674125,0.20814846878043503,0.015503844727806167,0.006587615283267457,0.014953271028037384,0.017356475300400534,0.1198931909212283,33
PE,CKA,51541300,Lima,35,1527.8571428571424,87752.2742857142853,0.0,0.0,0.0,0.0,0.0,3,396.85714285714283,0.2656,0.051231,0.072129,0.388959,15.254674,2.94242,4.142726,22.33982,1557708,97344,11568,0.062491814897272145,0.11883629191321499,0.00742629555731883,0.008837586797727478,0.01767180925666199,0.02169237961664329,0.19059197605910408,69
MX,Normal,52020300,Ensenada,37,2344.0000000000005,594849.966666666666,0.0,0.0,0.0,0.0,0.0,9,261.1666666666667,0.127985,0.020163,0.034087,0.182235,32.479486,5.116857,8.650333,46.246677,1077127,71939,14795,0.06678785324293236,0.20566035113081918,0.013735613349215088,0.014390966053845624,0.011447667804323094,0.010665529010238909,0.08966154721274175,115
CO,CKA,57330100,Cali,34,1701.0,87870629,0.0,0.0,0.0,0.0,0.0,0,102.0,0.185531,0.015649,0.08636,0.28754,9584.183422,808.424456,4461.215168,14853.823045,238721,15327,1788,0.06420465731963254,0.11665688001565865,0.007489915005382853,0.013442431326709527,0.01763668430335097,0.02586713697824809,0.19576719576719576,5
MX,CKA,52110200,Celaya,37,212.16666666666666,62600.7333333333333,0.0,0.0,0.0,0.0,0.0,0,0.5,0.20349,0.025197,0.024995,0.253682,60.040668,7.434548,7.374863,74.850079,101436,6925,1337,0.06826964785677668,0.19306859205776172,0.013180724791987066,0.010606060606060607,0.02513747054202671,0.021209740769835034,0.20974076983503534,8
MX,Normal,52100200,Durango,36,2458.585714285715,559329.7614285714303,0.0,0.0,0.0,0.0,0.0,8,255.5857142857143,0.14078,0.020873,0.027068,0.188721,32.009891,4.746121,6.154577,42.910588,1551724,100407,18090,0.06470673908504347,0.18016672144372403,0.011658001036266758,0.01481189457084929,0.01594042701727849,0.01547501308976671,0.08663020712124739,155
MX,Normal,52050500,Saltillo,35,922.25,242966.9907142857138,0.0,0.0,0.0,0.0,0.0,4,111.96428571428572,0.103652,0.018542,0.041889,0.164084,27.303399,4.884174,11.034231,43.221803,854311,46173,6966,0.05404706248661202,0.15086739003313626,0.008153939256312982,0.021101992966002344,0.0179705654531371,0.017660728117738188,0.12724736515809051,62
CO,Normal,57330100,Cali,35,3403.5714285714284,144896037.714285714286,0.0,0.0,0.0,0.0,0.0,2,613.1428571428572,0.253948,0.072594,0.101678,0.42822,10811.012634,3090.45872,4328.602812,18230.074166,2931404,198596,25929,0.0677477413553369,0.1305615420250156,0.008845249580064706,0.01610441767068273,0.028247639034627493,0.025099685204617,0.12486874711243648,169
MX,CKA,52260200,Hermosillo,37,1143.1666666666667,303679.1033333333337,0.0,0.0,0.0,0.0,0.0,0,16.0,0.180134,0.037974,0.0165,0.234609,47.852226,10.087803,4.383273,62.323302,499426,34584,7305,0.06924749612555213,0.21122484385843165,0.014626791556707099,0.010499432463110102,0.014142003207464645,0.017057880157457354,0.1686834815570783,49
MX,CKA,52080200,Chihuahua,36,2610.571428571428,709540.3514285714277,0.0,0.0,0.0,0.0,0.0,0,146.1428571428571,0.140346,0.033331,0.039719,0.213396,38.145283,9.059272,10.795526,58.000082,1151192,86542,19131,0.075175991494034,0.2210602944235169,0.016618426813250962,0.009223509223509223,0.010835066214293532,0.011655904563861223,0.08006348163957752,150
MX,CKA,52180200,Tepic,37,569.9999999999999,154015.0716666666665,0.0,0.0,0.0,0.0,0.0,2,46.333333333333336,0.17856,0.028236,0.027863,0.234658,48.246511,7.629286,7.528403,63.4042,218505,15321,3553,0.07011738861810943,0.23190392272044905,0.016260497471453743,0.00829282241921647,0.012576776835331968,0.011991810470897923,0.19104739613809246,25
CO,Normal,57330100,Cali,37,2977.3333333333335,121372865.8333333333353,0.0,0.0,0.0,0.0,0.0,3,541.8333333333335,0.245863,0.067456,0.092631,0.405951,10022.773903,2749.899407,3776.172862,16548.846171,2169936,143226,19311,0.06600471165969872,0.13482887185287587,0.00889934081005154,0.014844083724903888,0.022447380206000896,0.01886475593372145,0.0992152466367713,136
MX,CKA,52301000,Xalapa,37,52.333333333333336,14816.1150000000001,0.0,0.0,0.0,0.0,0.0,0,5.999999999999999,0.110588,0.049611,0.043521,0.20372,31.308694,14.045287,12.321146,57.675127,57068,2870,347,0.050290881054180975,0.12090592334494774,0.006080465409686689,0.024242424242424242,0.028662420382165606,0.009554140127388535,0.16878980891719744,1
MX,CKA,52310300,Merida,35,671.1428571428571,181744.5528571428569,0.0,0.0,0.0,0.0,0.0,1,115.85714285714285,0.231835,0.028134,0.02625,0.286219,62.780498,7.618665,7.108455,77.507618,499057,34145,5035,0.06841903830624559,0.14745936447503294,0.010089027906631907,0.008911917098445596,0.015112813963388675,0.01362281822051937,0.15389527458492977,31
CO,CKA,57380100,Bogot¨¢_ D.C.,34,9730.0,531960571,0.0,0.0,0.0,9730.0,0.0,0,1091.0,0.249828,0.03277,0.097474,0.380072,13658.674512,1791.596403,5329.110483,20779.381398,1060734,68065,10628,0.06416783095479169,0.15614486152942042,0.010019477079079204,0.013043478260869565,0.030832476875642344,0.025179856115107913,0.209271250899373,44
MX,CKA,52120200,Acapulco,37,35.83333333333334,10198.8483333333333,0.0,0.0,0.0,0.0,0.0,0,3.0,0.04675,0.031159,0.029901,0.10781,13.305814,8.868512,8.510512,30.684837,42119,2301,243,0.05463092666017712,0.10560625814863103,0.005769367743773594,0.03862660944206009,0.023255813953488372,0.018604651162790697,0.27906976744186046,1
MX,CKA,52260900,Guaymas,35,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
MX,CKA,52070900,Tapachula,34,33.0,8787.08,0.0,0.0,0.0,0.0,0.0,0,3.0,0,0.025378,0.049609,0.074987,0,6.757576,13.209697,19.967273,2554,177,33,0.06930305403288958,0.1864406779661017,0.012920908379013312,0.0,0.06060606060606061,0.030303030303030304,0.06060606060606061,0
MX,Normal,52300200,Coatzacoalcos,34,276.0,90596.53,0.0,0.0,0.0,0.0,0.0,0,32.0,0.198235,0.075729,0.026083,0.300047,65.070362,24.858043,8.561594,98.49,38808,2641,284,0.06805297876726449,0.10753502461188943,0.007318078746650175,0.014234875444839857,0.007246376811594203,0.007246376811594203,0.13768115942028986,0
MX,Normal,52301200,Cordoba,35,485.42857142857144,114447.3985714285715,0.0,0.0,0.0,0.0,0.0,2,71.85714285714286,0.117592,0.042153,0.044605,0.204351,27.724264,9.93819,10.51641,48.178864,348367,22709,3596,0.06518700106496884,0.1583513144568233,0.010322447304136156,0.022222222222222223,0.01088875809299588,0.01088875809299588,0.15055981143193872,31
MX,Normal,52080400,Delicias,34,624.0,180812.54,0.0,0.0,0.0,0.0,0.0,0,30.0,0.1008,0.009451,0.039214,0.149465,29.208173,2.738429,11.362788,43.309391,47786,3300,652,0.06905788306198468,0.19757575757575757,0.0136441635625497,0.009404388714733543,0.019230769230769232,0.019230769230769232,0.11538461538461539,2
MX,Normal,52280500,Matamoros,37,1180.6666666666667,280028.7666666666667,0.0,0.0,0.0,0.0,0.0,7,205.99999999999994,0.115621,0.020448,0.034184,0.170253,27.423333,4.849904,8.10794,40.381177,851084,51375,7797,0.060364194368593464,0.15176642335766424,0.009161257878188287,0.016533263351266238,0.01468304390794861,0.013553578991952562,0.15109540636042404,64
MX,CKA,52110500,Leon,37,695.1666666666666,207669.8816666666664,0.0,0.0,0.0,0.0,0.0,1,94.83333333333334,0.258038,0.043997,0.035688,0.337723,77.084668,13.143409,10.661268,100.889345,320446,22471,4558,0.07012413948059891,0.20283921498820703,0.01422392540396822,0.009506564056133997,0.017022296811316232,0.017262047470630544,0.1553584272356749,30
MX,Normal,52250400,Los Mochis-Guasave,36,900.7142857142857,214679.0714285714286,0.0,0.0,0.0,0.0,0.0,0,117.99999999999999,0.125264,0.029762,0.045408,0.200434,29.855841,7.093477,10.822668,47.771986,645908,44925,6636,0.06955324906952692,0.1477128547579299,0.010273908977749152,0.014654251259349717,0.01316415543219667,0.013798572561459159,0.12880710659898478,58
MX,Normal,52040200,Carmen,36,222.8571428571428,54236.0142857142858,0.0,0.0,0.0,0.0,0.0,0,22.57142857142857,0.154301,0.046023,0.039768,0.240091,37.551647,11.200455,9.678147,58.43025,162621,10237,1648,0.06295004950160188,0.16098466347562762,0.01013399253478948,0.03061849357011635,0.010256410256410256,0.014102564102564103,0.14166666666666666,18
MX,CKA,52131100,Pachuca,35,206.2857142857143,58665.5042857142862,0.0,0.0,0.0,0.0,0.0,0,0.14285714285714285,0.192626,0.03601,0.029739,0.258375,54.780706,10.240776,8.457569,73.479051,122945,8021,1589,0.06524055471959006,0.19810497444208952,0.01292447842531213,0.018604651162790697,0.018698060941828253,0.01662049861495845,0.20083102493074792,12
MX,Normal,52030200,La Paz,37,907.9999999999999,246659.156666666667,0.0,0.0,0.0,0.0,0.0,4,199.16666666666669,0.113763,0.022207,0.035289,0.17126,30.902914,6.032495,9.586121,46.521529,544318,36960,5851,0.06790148405895083,0.15830627705627706,0.010749231147968651,0.02056600457022324,0.012483936111621076,0.012116761520102808,0.10134018725904168,53
CO,Normal,57390100,C¨²cuta,36,106.14285714285715,3890824.142857142857,0.0,0.0,0.0,0.0,0.0,null,null,0.22694,0.058538,0.163394,0.448871,8318.806191,2145.795424,5989.442799,16454.044415,166153,10360,878,0.0623521693860478,0.08474903474903475,0.005284286169975866,0.04242424242424243,0.012113055181695828,0.017496635262449527,0.27052489905787347,6
CO,CKA,57260100,Santa marta,34,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,CKA,52240100,Valles City,34,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CO,Normal,57210100,Villavicencio,37,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
MX,CKA,52301000,Xalapa,35,57.85714285714286,16643.8557142857142,0.0,0.0,0.0,0.0,0.0,0,6.571428571428571,0.103944,0.049776,0.0447,0.198421,29.901852,14.319284,12.858938,57.080074,72919,3607,448,0.04946584566436731,0.12420293873024674,0.006143803398291255,0.023474178403755867,0.009876543209876543,0.012345679012345678,0.18024691358024691,1
MX,CKA,52210600,Tehuacan,37,46.33333333333333,11523.6316666666667,0.0,0.0,0.0,0.0,0.0,0,16.5,0.251638,0.086585,0.040114,0.378337,62.58518,21.534712,9.976906,94.096799,15415,1137,298,0.07375932533246837,0.2620932277924362,0.019331819656179045,0.01020408163265306,0.0,0.014388489208633094,0.10071942446043165,2
MX,CKA,52090100,Mexico City,36,11925.142857142857,3752270.2385714285744,11925.142857142857,0.0,0.0,0.0,0.0,19,831.0,0.215799,0.038233,0.040173,0.294205,67.901738,12.030014,12.640464,92.572216,7503083,477274,87633,0.0636103852243138,0.18361151036930567,0.01167959890620962,0.008373512216709757,0.02047295030907087,0.023443864104652833,0.19957832191288513,641
MX,Normal,52260100,Ciudad Obregon,34,1368.0,381303.47,0.0,0.0,0.0,0.0,0.0,1,94.0,0.18328,0.048401,0.037118,0.268798,51.085746,13.49076,10.345848,74.922354,130690,8988,1449,0.06877343331547937,0.16121495327102803,0.011087305838243171,0.021939136588818117,0.019736842105263157,0.01827485380116959,0.1783625730994152,3
MX,Normal,52160400,Morelia,35,2217.309523809524,496690.7923809523806,0.0,0.0,0.0,0.0,0.0,7,245.3095238095238,0.169365,0.038503,0.051776,0.259643,37.938638,8.624797,11.597971,58.161407,1338142,93277,16440,0.06970635403417574,0.17624923614610247,0.012285691653053264,0.014406514249921704,0.013597113030029643,0.014112643381879108,0.10550754546627113,126
MX,CKA,52160900,Zamora,36,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PE,CKA,51411400,Trujillo,36,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,Normal,52290100,Apizaco,36,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,CKA,52070900,Tapachula,36,22.714285714285715,5907.2042857142858,0.0,0.0,0.0,0.0,0.0,0,1.4285714285714286,0,0.02503,0.027472,0.052502,0,6.509434,7.144465,13.653899,13690,810,163,0.0591672753834916,0.20123456790123456,0.011906501095690285,0.006172839506172839,0.006289308176100629,0.0,0.0440251572327044,1
MX,CKA,52090100,Mexico City,37,11889.66666666667,3726555.1233333333333,11889.66666666667,0.0,0.0,0.0,0.0,26,870.8333333333333,0.227037,0.038457,0.046544,0.312038,71.159703,12.05352,14.588344,97.801566,6293701,398824,75171,0.06336875552238659,0.188481636009869,0.011943846712768847,0.009160139841188108,0.021054697356247723,0.022905043595278812,0.19560950992486262,583
CO,CKA,57050100,Manizales,35,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
CO,CKA,57210100,Villavicencio,34,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
MX,Normal,52260200,Hermosillo,35,1699.4285714285713,456377.6685714285718,0.0,0.0,0.0,0.0,0.0,6,256.14285714285717,0.198203,0.038982,0.017258,0.254443,53.226947,10.468597,4.634636,68.33018,1354929,88952,12912,0.06565067247066082,0.14515693857361273,0.009529650631140082,0.021805355138688472,0.017232683254875588,0.019418291862811028,0.14243672748675693,113
MX,Normal,52160900,Zamora,35,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,Normal,52280100,Nuevo Laredo,37,584.1666666666667,168023.1866666666665,0.0,0.0,0.0,0.0,0.0,0,82.83333333333331,0.110581,0.008047,0.042612,0.161241,31.806405,2.314531,12.256488,46.377424,378537,24397,3776,0.06445076703202064,0.15477312784358732,0.009975246805464195,0.015372168284789644,0.010556348074179744,0.011412268188302425,0.08815977175463624,28
PE,Normal,51411400,Trujillo,35,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,Normal,52050500,Saltillo,34,1208.0,347811.05,0.0,0.0,0.0,0.0,0.0,0,166.0,0.10671,0.033319,0.035082,0.175111,30.724354,9.593179,10.101018,50.418551,140895,8212,1272,0.05828453813123248,0.15489527520701413,0.009027999574150963,0.020783373301358914,0.02152317880794702,0.024006622516556293,0.17798013245033112,3
PE,CKA,51311000,Arequipa,35,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,CKA,52230200,Solidaridad,35,56.0,18041.2314285714286,0.0,0.0,0.0,0.0,0.0,0,3.5714285714285716,0.110765,0.037618,0.04677,0.195153,35.684439,12.11926,15.067628,62.871327,31907,2226,427,0.06976525527313755,0.1918238993710692,0.013382643307111293,0.0,0.02040816326530612,0.03571428571428571,0.14285714285714285,3
MX,Normal,52120200,Acapulco,35,285.4285714285714,76092.5900000000004,0.0,0.0,0.0,0.0,0.0,1,68.57142857142856,0.147443,0.016284,0.030768,0.194495,39.306952,4.341051,8.202518,51.850521,252145,16394,2224,0.06501814432171965,0.13565938758082224,0.008820321640326003,0.015804597701149427,0.018018018018018018,0.014514514514514515,0.11311311311311312,18
MX,CKA,52080400,Delicias,36,36.285714285714285,11015.6257142857142,0.0,0.0,0.0,0.0,0.0,null,null,0.088429,0.032143,0.035723,0.156294,26.845197,9.757953,10.844764,47.447913,23371,1230,259,0.05262932694364811,0.2105691056910569,0.011082110307646229,0.007782101167315175,0.007874015748031496,0.003937007874015748,0.11811023622047244,2
CR,CKA,506070100,San Jose,34,2110.0,19795000,0.0,0.0,0.0,0.0,0.0,0,28.0,0.214303,0.028657,0.038914,0.281873,2010.482464,268.844076,365.068246,2644.394787,212974,14188,2246,0.06661846046935306,0.15830279109106288,0.010545888230488229,0.013805798435342844,0.024644549763033177,0.02227488151658768,0.2502369668246445,8
MX,CKA,52170200,Cuernavaca,37,938.3333333333331,277771.17,0.0,0.0,0.0,0.0,0.0,2,23.833333333333336,0.28287,0.03068,0.024446,0.337996,83.736941,9.082043,7.236602,100.055586,426908,29381,5888,0.06882279085892043,0.20040162009461898,0.013792198787560786,0.007621687164385935,0.014031971580817051,0.0152753108348135,0.19076376554174068,49
MX,CKA,52250400,Los Mochis-Guasave,34,516.0,161926.77,0.0,0.0,0.0,0.0,0.0,0,30.0,0.14137,0.074323,0.033588,0.249281,44.363391,23.32343,10.540368,78.22719,46134,3018,548,0.0654181297958122,0.1815772034459907,0.011878441062990418,0.003787878787878788,0.01744186046511628,0.015503875968992248,0.17635658914728683,2
MX,CKA,52070800,San Cristobal de las Casas,35,21.285714285714285,5731.3714285714285,0.0,0.0,0.0,0.0,0.0,0,5.428571428571429,0.006652,0.033019,0.049571,0.089242,1.791141,8.890738,13.347315,24.029195,22269,1141,167,0.051237145808074,0.14636283961437335,0.007499214154205397,0.01948051948051948,0.013422818791946308,0.0,0.18791946308724833,2
MX,CKA,52190500,Monterrey,36,6233.642857142859,1884970.8514285714289,0.0,0.0,6233.642857142859,0.0,0.0,2,154.0714285714286,0.177462,0.015571,0.047616,0.240649,53.66245,4.708435,14.398619,72.769504,3818302,265937,46650,0.06964797441375774,0.1754174860963311,0.01221747258336297,0.012461195400288574,0.012696230090523663,0.016706772086627707,0.21133571690502384,331
MX,CKA,52110600,Salamanca,37,29.83333333333333,9250.7616666666667,0.0,0.0,0.0,0.0,0.0,0,2.3333333333333335,0.089728,0.025401,0.018945,0.134074,27.823017,7.876425,5.874525,41.573966,19208,1340,192,0.06976259891711786,0.14328358208955225,0.009995835068721367,0.02127659574468085,0.01675977653631285,0.0223463687150838,0.1564245810055866,1
CR,CKA,506050100,Limon,35,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CO,Normal,57370100,Valledupar,35,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
MX,Normal,52070800,San Cristobal de las Casas,36,221.00000000000006,52476.9128571428569,0.0,0.0,0.0,0.0,0.0,2,38.0,0.107306,0.028075,0.045357,0.180738,25.479935,6.666522,10.770116,42.916574,173198,10260,1612,0.0592385593367129,0.1571150097465887,0.009307266827561519,0.020625,0.012928248222365869,0.007110536522301228,0.07304460245636717,11
MX,CKA,52260100,Ciudad Obregon,35,575.0,153482.7600000000003,0.0,0.0,0.0,0.0,0.0,0,16.0,0.154405,0.041357,0.037122,0.232884,41.214765,11.039292,9.908954,62.163011,321901,22851,4250,0.07098766390909006,0.18598748413636165,0.01320281701516926,0.005819592628516004,0.017888198757763974,0.01763975155279503,0.24117354549975137,37
CO,CKA,57240100,Bucaramanga,37,316.66666666666674,11556723.1666666666665,0.0,0.0,0.0,0.0,0.0,0,66.83333333333334,0.221702,0.027509,0.121413,0.370624,8090.982105,1003.933684,4430.975263,13525.891053,174726,13760,2053,0.0787518743632888,0.14920058139534884,0.011749825440976157,0.004622496147919877,0.014736842105263158,0.01,0.12105263157894737,10
MX,Normal,52230300,Chetumal,35,244.71428571428575,52821.8042857142858,0.0,0.0,0.0,0.0,0.0,0,17.28571428571429,0.121076,0.024503,0.048839,0.194418,26.134361,5.289072,10.541897,41.96533,171896,10441,1838,0.06074021501372923,0.1760367780863902,0.010692511751291479,0.033632286995515695,0.013426736719206071,0.009340338587273789,0.1342673671920607,19
MX,CKA,52050300,Piedras Negras,36,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,Normal,52260200,Hermosillo,36,1714.8380952380953,452748.5566666666668,0.0,0.0,0.0,0.0,0.0,7,261.12380952380954,0.193489,0.03821,0.017077,0.248776,51.088353,10.088819,4.509028,65.6862,1308105,87472,12786,0.06686924979263897,0.14617248948234865,0.009774444712007063,0.017766292497779213,0.015916666666666666,0.018666666666666668,0.14270234225222972,106
MX,Normal,52160900,Zamora,36,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,CKA,52070200,Comitan de Dominguez,35,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
MX,Normal,52300900,Veracruz,35,1099.8571428571427,250043.3742857142859,0.0,0.0,0.0,0.0,0.0,3,117.42857142857143,0.143607,0.03326,0.029805,0.206671,32.647911,7.561311,6.775806,46.985028,886589,54412,8162,0.061372293136955226,0.15000367565978093,0.009206069554212831,0.017178683385579936,0.01571632679568775,0.01714508377711391,0.1540361367476927,62
MX,Normal,52310300,Merida,37,1263.8666666666668,290307.1733333333339,0.0,0.0,0.0,0.0,0.0,4,161.70000000000002,0.161577,0.025107,0.037006,0.223689,37.113793,5.766923,8.500105,51.380822,982475,57155,8291,0.05817450825720756,0.14506167439419124,0.008438891574849233,0.02355566575750062,0.016879862851114334,0.016747988922590003,0.16602877128150983,59
MX,CKA,52110800,San Miguel de Allende,34,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
MX,CKA,52230100,Cancun,35,1203.2857142857142,418258.9842857142854,0.0,0.0,0.0,0.0,0.0,1,39.285714285714285,0.252278,0.02516,0.038449,0.315886,87.691019,8.74561,13.364608,109.801236,647142,44437,8799,0.06866653686517024,0.19801066678668677,0.013596706750604967,0.00512521840419336,0.016146266175946812,0.020064110174522143,0.1457912857651668,57
MX,Normal,52300900,Veracruz,36,1049.142857142857,234384.5857142857143,0.0,0.0,0.0,0.0,0.0,1,124.00000000000003,0.144209,0.031416,0.029674,0.205299,32.217038,7.018607,6.629416,45.865061,832900,51900,7865,0.06231240244927362,0.15154142581888247,0.009442910313362949,0.01905507700339337,0.016748366013071895,0.017429193899782137,0.14600926178153092,62
MX,CKA,52240100,Valles City,37,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MX,Normal,52300200,Coatzacoalcos,35,228.57142857142856,67650.6728571428574,0.0,0.0,0.0,0.0,0.0,1,23.142857142857146,0.193414,0.06262,0.032194,0.288228,57.245194,18.533631,9.528569,85.307394,217188,13195,1698,0.060753816969629997,0.12868510799545282,0.00781811149787281,0.022289156626506025,0.01875,0.01375,0.16833541927409262,16
MX,Normal,52070900,Tapachula,34,234.0,67443.83,0.0,0.0,0.0,0.0,0.0,0,34.0,0.115928,0.014626,0.039864,0.170419,33.413034,4.215598,11.489701,49.118333,31450,1896,257,0.06028616852146264,0.13554852320675106,0.008171701112877584,0.04132231404958678,0.02564102564102564,0.021367521367521368,0.1581196581196581,0
CO,Normal,57380100,Bogot¨¢_ D.C.,35,6369.285714285714,310703135.2142857142842,0.0,0.0,0.0,6369.285714285714,0.0,10,1261.8571428571427,0.287671,0.052324,0.092524,0.43252,14033.375578,2552.514894,4513.587143,21099.477614,5601108,352946,48845,0.0630136037369749,0.13839227530557083,0.008720595996363576,0.017389630390143736,0.029204611726705847,0.02960836211924095,0.1600969196598838,330
MX,CKA,52200100,Oaxaca,37,877.1666666666666,221429.8900000000004,0.0,0.0,0.0,0.0,0.0,2,21.666666666666668,0.22786,0.038127,0.022482,0.288469,57.520471,9.624644,5.675256,72.820371,302775,21276,5407,0.07027000247708695,0.25413611581124274,0.01785814548757328,0.005420560747663551,0.011400342010260307,0.009120273608208246,0.13034391031730952,44
PE,CKA,51541300,Lima,37,1431.0,77047.9899999999995,0.0,0.0,0.0,0.0,0.0,5,381.16666666666663,0.270956,0.049298,0.070007,0.390261,14.588806,2.654319,3.769333,21.012457,1105506,69981,9193,0.06330223445191614,0.13136422743316042,0.008315649123568756,0.007490217998882057,0.01816911250873515,0.02038201723736315,0.17542224810716367,54
CO,CKA,57380100,Bogot¨¢_ D.C.,36,7453.964285714284,374041480.5714285714268,0.0,0.0,0.0,7453.964285714284,0.0,7,997.6785714285714,0.257595,0.045657,0.087072,0.390324,12926.337486,2291.084903,4369.368764,19586.791153,5382156,311497,55576,0.057875877250677984,0.17841584349126957,0.010325973457476892,0.011301312946651156,0.023496943097533397,0.02315196350882573,0.17053862373011308,396
MX,Normal,52240400,San Luis Potosi,37,1767.0333333333335,381565.7533333333341,0.0,0.0,0.0,0.0,0.0,8,197.86666666666667,0.118259,0.019447,0.041433,0.179139,25.53664,4.199357,8.947041,38.683038,959478,62349,11740,0.06498220907618518,0.18829492052799562,0.012235819893733884,0.019876209571964083,0.01622335408413507,0.016789285040558384,0.12470521648901046,93
CO,CKA,57210100,Villavicencio,35,0.0,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,null,null,null,null,null,0
CO,Normal,57380100,Bogot¨¢_ D.C.,37,5733.583333333333,267373990.0000000000006,0.0,0.0,0.0,5733.583333333333,0.0,35,1231.9166666666667,0.287448,0.039814,0.086107,0.413369,13405.672627,1856.785289,4015.741387,19278.199302,4376661,267656,37862,0.06115529624067297,0.14145769196281793,0.008650887057507996,0.018323458415624314,0.029800843145806076,0.029393807239424335,0.13331005789764627,241
MX,CKA,52220400,Queretaro,35,1217.142857142857,369006.8414285714286,0.0,0.0,0.0,0.0,0.0,0,64.85714285714286,0.210855,0.050375,0.032089,0.29332,63.926032,15.272562,9.728589,88.927183,731941,49577,9068,0.06773360147880772,0.18290739657502472,0.012388976707138963,0.010847225393925554,0.01807511737089202,0.022300469483568074,0.16596244131455398,69
MX,Normal,52110300,Guanajuato,35,null,null,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
