Country,city_name,Date(周),AOP,ASP,Avg Delivery Fee
MX,Tapachula,2024-08-26 / 2024-09-01,253,206,27.44
MX,Acapulco,2024-08-26 / 2024-09-01,267,215,26.86
MX,Tehuacan,2024-08-26 / 2024-09-01,240,183,23.39
MX,Cancun,2024-08-26 / 2024-09-01,277,218,35.39
MX,Campeche,2024-08-26 / 2024-09-01,225,172,28.98
MX,San Cristobal de las Casas,2024-08-26 / 2024-09-01,241,196,30.68
MX,Oaxaca,2024-08-26 / 2024-09-01,266,194,21.99
MX,Merida,2024-08-26 / 2024-09-01,234,180,25.69
MX,Coatzacoalcos,2024-08-26 / 2024-09-01,296,211,27.41
MX,Solidaridad,2024-08-26 / 2024-09-01,288,235,37.82
MX,Navojoa,2024-08-26 / 2024-09-01,232,180,29.26
MX,Guaymas,2024-08-26 / 2024-09-01,-,-,-
MX,Los Mochis-Guasave,2024-08-26 / 2024-09-01,241,192,31.80
MX,Ensenada,2024-08-26 / 2024-09-01,262,213,32.48
MX,Guadalajara,2024-08-26 / 2024-09-01,235,172,26.78
MX,Tijuana,2024-08-26 / 2024-09-01,272,214,32.07
MX,Mexicali,2024-08-26 / 2024-09-01,278,217,33.92
MX,Mazatlan,2024-08-26 / 2024-09-01,259,216,29.12
MX,Tepic,2024-08-26 / 2024-09-01,243,182,24.70
MX,Puerto Vallarta,2024-08-26 / 2024-09-01,276,210,28.14
MX,Nogales(SON),2024-08-26 / 2024-09-01,-,-,-
MX,La Paz,2024-08-26 / 2024-09-01,280,232,29.02
MX,Manzanillo,2024-08-26 / 2024-09-01,280,231,35.07
MX,Colima,2024-08-26 / 2024-09-01,235,180,37.17
MX,Los Cabos,2024-08-26 / 2024-09-01,324,263,45.73
MX,Hermosillo,2024-08-26 / 2024-09-01,269,200,21.46
MX,Ciudad Obregon,2024-08-26 / 2024-09-01,254,185,30.18
MX,Culiacan,2024-08-26 / 2024-09-01,270,198,35.08
